GYEAR,PCODE,HIT_VEL,HIT_ANG_VER,barrel
2018,70410,115.15,-12.9,0
2018,70410,165.87,15.6,0
2018,70410,137.81,34.3,0
2018,70410,155.94,21.0,0
2018,70410,132.53,3.2,0
2018,70410,129.01,-24.3,0
2018,70410,117.58,9.4,0
2018,70410,148.86,1.3,0
2018,70410,157.11,0.5,0
2018,70410,140.7,-9.1,0
2018,70410,158.84,-12.8,0
2018,70410,152.87,-2.9,0
2018,70410,118.49,3.0,0
2018,70410,112.64,56.8,0
2018,70410,155.69,24.3,1
2018,70410,165.02,-3.1,0
2018,70410,163.27,6.1,0
2018,70410,121.29,29.6,0
2018,70410,153.66,25.3,1
2018,70410,157.38,8.2,0
2018,70410,139.5,62.7,0
2018,70410,137.05,33.7,0
2018,70410,142.01,27.1,0
2018,70410,123.73,21.9,0
2018,70410,156.61,1.6,0
2018,70410,131.13,40.4,0
2018,70410,120.46,41.7,0
2018,70410,147.47,-10.9,0
2018,70410,108.92,-16.7,0
2018,70410,108.67,21.7,0
2018,70410,81.45,13.9,0
2018,70410,111.64,-1.0,0
2018,70410,133.89,16.6,0
2018,70410,166.71,-10.9,0
2018,70410,157.78,16.1,0
2018,70410,134.2,33.2,0
2018,70410,135.35,38.6,0
2018,70410,163.7,10.1,0
2019,70410,116.41,12.4,0
2019,70410,148.91,19.9,0
2019,70410,129.62,56.9,0
2019,70410,154.94,7.3,0
2019,70410,138.85,22.1,0
2019,70410,152.2,4.4,0
2019,70410,120.1,61.7,0
2019,70410,106.44,54.3,0
2019,70410,158.72,7.9,0
2019,70410,130.21,-3.9,0
2019,70410,155.14,11.5,0
2019,70410,145.61,32.5,1
2019,70410,114.55,38.3,0
2019,70410,150.61,2.7,0
2019,70410,111.16,31.8,0
2019,70410,107.4,36.5,0
2019,70410,114.44,-5.7,0
2019,70410,133.82,19.8,0
2019,70410,153.9,-9.1,0
2019,70410,135.3,-2.7,0
2019,70410,105.86,73.7,0
2019,70410,120.66,-11.4,0
2019,70410,146.13,-3.5,0
2019,70410,142.93,30.1,1
2019,70410,150.48,-2.6,0
2019,70410,120.71,48.3,0
2019,70410,134.02,26.6,0
2019,70410,137.25,-5.4,0
2019,70410,163.54,-9.4,0
2019,70410,76.57,48.4,0
2019,70410,127.6,12.4,0
2019,70410,127.22,-12.7,0
2019,70410,140.96,10.4,0
2019,70410,150.4,-2.5,0
2019,70410,101.79,61.5,0
2019,70410,148.72,9.7,0
2019,70410,107.86,-14.2,0
2019,70410,98.8,54.1,0
2019,70410,135.78,51.9,0
2019,70410,118.55,-2.2,0
2019,70410,161.39,-13.3,0
2019,70410,162.46,19.4,1
2019,70410,102.29,40.5,0
2019,70410,106.49,-1.3,0
2019,70410,138.41,24.1,0
2019,70410,132.47,24.6,0
2019,70410,133.85,18.0,0
2019,70410,157.41,13.4,0
2019,70410,156.62,18.7,0
2019,70410,114.07,11.0,0
2019,70410,122.33,64.5,0
2019,70410,120.15,2.5,0
2019,70410,160.5,12.4,0
2019,70410,138.98,22.1,0
2019,70410,145.94,11.2,0
2019,70410,138.97,28.2,0
2019,70410,118.15,53.7,0
2019,70410,142.21,1.2,0
2019,70410,136.34,43.2,0
2019,70410,152.35,-13.9,0
2019,70410,115.57,-23.0,0
2019,70410,97.94,21.4,0
2019,70410,122.34,19.5,0
2019,70410,151.65,3.6,0
2019,70410,142.3,12.0,0
2019,70410,150.77,26.4,1
2019,70410,147.3,22.7,0
2019,70410,142.3,-5.7,0
2019,70410,139.26,-2.4,0
2019,70410,134.4,23.8,0
2019,70410,140.29,41.7,0
2019,70410,151.91,23.8,1
2019,70410,124.16,12.0,0
2019,70410,127.73,-4.5,0
2019,70410,122.95,22.1,0
2019,70410,148.7,-2.0,0
2019,70410,119.82,-6.9,0
2019,70410,153.24,-5.8,0
2019,70410,119.19,-13.8,0
2019,70410,118.58,35.5,0
2019,70410,130.82,-18.9,0
2019,70410,134.63,41.9,0
2019,70410,156.42,12.5,0
2019,70410,135.91,16.7,0
2019,70410,160.09,2.7,0
2019,70410,146.34,16.1,0
2019,70410,142.94,-4.4,0
2019,70410,103.86,31.4,0
2019,70410,145.01,29.1,1
2019,70410,141.17,22.9,0
2019,70410,143.81,12.8,0
2019,70410,79.92,49.6,0
2019,70410,131.15,47.1,0
2019,70410,148.45,50.9,0
2019,70410,139.31,4.4,0
2019,70410,109.64,-10.4,0
2019,70410,157.71,-3.7,0
2019,70410,139.68,2.8,0
2019,70410,140.18,15.9,0
2019,70410,150.74,14.7,0
2019,70410,147.79,21.0,0
2019,70410,146.7,3.0,0
2019,70410,143.26,-9.0,0
2019,70410,149.36,22.5,0
2019,70410,105.34,14.7,0
2019,70410,125.28,19.2,0
2019,70410,137.8,47.2,0
2019,70410,130.65,-0.5,0
2019,70410,113.18,17.0,0
2019,70410,167.39,-5.3,0
2019,70410,150.55,9.2,0
2019,70410,150.19,13.6,0
2019,70410,139.71,13.1,0
2019,70410,128.8,25.4,0
2019,70410,140.1,63.0,0
2019,70410,155.09,-15.3,0
2019,70410,146.58,-12.7,0
2019,70410,163.82,-4.3,0
2019,70410,129.28,56.7,0
2019,70410,154.4,-8.3,0
2019,70410,111.96,71.5,0
2019,70410,109.46,39.0,0
2019,70410,148.02,20.2,0
2019,70410,151.06,-15.3,0
2019,70410,162.19,-2.9,0
2019,70410,136.14,5.5,0
2019,70410,142.27,33.5,0
2019,70410,148.56,18.0,0
2019,70410,142.06,-21.2,0
2019,70410,163.39,-0.6,0
2019,70410,142.38,4.0,0
2019,70410,149.38,32.8,1
2019,70410,150.91,31.2,1
2019,70410,133.59,38.3,0
2019,70410,128.87,64.2,0
2019,70410,154.19,15.5,0
2019,70410,123.33,28.6,0
2019,70410,110.51,-10.2,0
2019,70410,154.81,-3.0,0
2019,70410,127.27,63.0,0
2019,70410,138.16,29.6,1
2019,70410,143.52,-1.6,0
2019,70410,158.28,28.0,1
2019,70410,79.55,11.2,0
2019,70410,120.35,36.6,0
2019,70410,130.59,-13.6,0
2019,70410,128.71,11.1,0
2019,70410,154.89,10.8,0
2019,70410,108.51,41.3,0
2019,70410,165.53,-6.8,0
2019,70410,138.3,25.1,0
2019,70410,159.64,3.5,0
2019,70410,163.37,-0.6,0
2019,70410,161.82,2.4,0
2019,70410,156.09,-9.9,0
2019,70410,153.54,11.8,0
2019,70410,139.46,6.7,0
2019,70410,161.01,9.6,0
2019,70410,132.53,39.3,0
2019,70410,160.35,-5.6,0
2019,70410,147.46,12.4,0
2019,70410,128.11,45.7,0
2019,70410,131.2,8.1,0
2019,70410,147.74,3.6,0
2019,70410,63.48,60.0,0
2019,70410,148.82,-11.4,0
2019,70410,120.87,38.7,0
2019,70410,113.2,51.9,0
2019,70410,117.69,-15.7,0
2019,70410,107.81,49.4,0
2019,70410,150.71,15.3,0
2019,70410,157.78,-6.2,0
2019,70410,110.51,4.1,0
2019,70410,130.66,27.7,0
2019,70410,152.57,-18.2,0
2019,70410,140.53,35.6,0
2019,70410,147.39,54.3,0
2019,70410,140.55,19.5,0
2019,70410,117.33,-2.3,0
2019,70410,150.18,20.8,0
2019,70410,136.73,-16.2,0
2019,70410,142.38,23.9,0
2019,70410,127.53,49.8,0
2019,70410,131.17,9.2,0
2019,70410,131.24,34.1,0
2019,70410,122.92,66.6,0
2019,70410,148.41,14.8,0
2019,70410,136.99,26.4,0
2019,70410,130.2,48.0,0
2019,70410,115.03,45.1,0
2019,70410,138.92,-2.3,0
2019,70410,117.42,1.1,0
2019,70410,147.78,9.9,0
2019,70410,134.31,7.0,0
2019,70410,150.92,18.6,0
2019,70410,105.56,-12.3,0
2019,70410,145.84,16.0,0
2019,70410,138.5,38.9,0
2019,70410,152.23,-7.5,0
2019,70410,131.5,42.7,0
2019,70410,137.34,54.3,0
2019,70410,108.89,17.7,0
2019,70410,127.41,26.4,0
2019,70410,134.53,47.8,0
2019,70410,146.27,16.7,0
2019,70410,169.58,-4.9,0
2019,70410,141.21,29.0,1
2019,70410,152.13,-6.0,0
2019,70410,152.35,21.0,0
2019,70410,139.88,25.8,0
2019,70410,89.2,37.2,0
2019,70410,138.03,25.1,0
2019,70410,143.06,-15.6,0
2019,70410,154.85,-9.7,0
2019,70410,134.05,-3.2,0
2019,70410,152.23,2.9,0
2019,70410,131.04,14.9,0
2019,70410,105.26,26.8,0
2019,70410,136.43,41.2,0
2019,70410,141.77,6.5,0
2019,70410,134.52,20.3,0
2019,70410,118.57,55.6,0
2019,70410,151.4,7.2,0
2019,70410,87.53,71.8,0
2019,70410,136.59,-10.9,0
2019,70410,97.48,17.0,0
2019,70410,156.31,2.3,0
2019,70410,138.06,-5.4,0
2019,70410,145.31,30.1,1
2019,70410,124.64,-15.2,0
2019,70410,115.7,74.1,0
2019,70410,111.03,71.0,0
2019,70410,132.69,31.7,0
2019,70410,128.1,-0.4,0
2019,70410,141.43,31.6,1
2019,70410,134.83,-11.2,0
2019,70410,105.01,2.7,0
2019,70410,142.16,41.6,0
2019,70410,137.73,17.7,0
2019,70410,145.08,-3.1,0
2019,70410,157.78,-5.9,0
2019,70410,150.45,8.1,0
2019,70410,113.16,21.7,0
2019,70410,121.49,18.9,0
2019,70410,124.5,13.1,0
2019,70410,150.69,20.5,0
2019,70410,121.04,67.8,0
2019,70410,111.88,74.4,0
2019,70410,142.47,7.6,0
2019,70410,127.78,62.1,0
2019,70410,145.23,-0.1,0
2019,70410,152.48,-11.9,0
2019,70410,148.42,14.8,0
2020,70410,144.91,0.0,0
2020,70410,153.37,-9.0,0
2020,70410,129.13,46.8,0
2020,70410,128.64,54.5,0
2020,70410,162.02,-7.5,0
2020,70410,157.21,7.2,0
2020,70410,131.23,18.3,0
2020,70410,151.82,33.1,1
2020,70410,152.43,-4.0,0
2020,70410,112.49,-24.8,0
2020,70410,110.23,67.6,0
2020,70410,135.97,23.8,0
2020,70410,103.81,48.9,0
2020,70410,156.81,12.4,0
2020,70410,109.16,17.2,0
2018,70553,141.9,5.3,0
2018,70553,153.34,1.0,0
2018,70553,154.87,-0.1,0
2018,70553,146.84,-20.4,0
2018,70553,140.35,18.7,0
2018,70553,137.66,13.1,0
2018,70553,139.5,-12.8,0
2018,70553,150.5,-14.5,0
2018,70553,131.01,-6.3,0
2018,70553,146.68,-13.0,0
2018,70553,113.12,38.5,0
2018,70553,134.25,-22.1,0
2018,70553,132.38,-0.4,0
2018,70553,78.78,-22.0,0
2018,70553,140.08,20.6,0
2018,70553,123.02,11.2,0
2018,70553,150.14,-7.5,0
2018,70553,144.64,27.0,1
2018,70553,127.11,15.2,0
2018,70553,150.05,16.7,0
2018,70553,135.73,23.2,0
2018,70553,132.92,47.5,0
2018,70553,136.7,11.1,0
2018,70553,120.39,52.7,0
2018,70553,134.37,11.6,0
2018,70553,150.16,17.3,0
2018,70553,139.01,-1.7,0
2018,70553,104.91,29.4,0
2018,70553,158.95,-4.2,0
2018,70553,121.95,-17.7,0
2018,70553,161.11,4.7,0
2018,70553,131.35,6.4,0
2018,70553,132.89,21.7,0
2018,70553,131.63,34.6,0
2018,70553,155.22,-5.8,0
2018,70553,71.85,-28.9,0
2018,70553,99.72,-7.3,0
2018,70553,119.28,60.1,0
2018,70553,93.42,4.6,0
2018,70553,150.4,6.7,0
2018,70553,137.81,-2.3,0
2018,70553,154.7,4.5,0
2018,70553,139.56,5.6,0
2018,70553,153.66,8.9,0
2018,70553,151.86,-0.8,0
2018,70553,120.29,30.2,0
2018,70553,165.9,-6.6,0
2018,70553,117.74,-27.4,0
2018,70553,118.28,-1.4,0
2018,70553,145.7,-16.3,0
2018,70553,152.17,9.8,0
2018,70553,133.0,46.7,0
2018,70553,124.57,50.4,0
2018,70553,149.74,4.6,0
2018,70553,147.16,8.6,0
2018,70553,138.87,-7.6,0
2018,70553,154.19,-4.2,0
2018,70553,119.93,3.7,0
2018,70553,133.78,38.8,0
2018,70553,114.31,-3.1,0
2018,70553,152.18,-2.1,0
2018,70553,139.8,28.9,1
2018,70553,155.08,-13.5,0
2018,70553,84.13,55.7,0
2018,70553,149.17,17.9,0
2018,70553,26.02,44.6,0
2018,70553,157.27,-7.6,0
2018,70553,146.52,-6.1,0
2018,70553,147.05,26.7,1
2018,70553,152.98,9.4,0
2018,70553,150.14,-6.7,0
2018,70553,158.49,15.1,0
2018,70553,124.44,25.5,0
2018,70553,120.15,-33.1,0
2018,70553,111.27,-8.4,0
2018,70553,88.4,-15.4,0
2018,70553,87.6,-14.8,0
2018,70553,95.31,-13.8,0
2018,70553,95.52,10.8,0
2018,70553,139.6,34.2,0
2018,70553,129.04,1.9,0
2018,70553,145.16,20.0,0
2018,70553,147.79,0.9,0
2018,70553,106.41,26.6,0
2018,70553,135.44,15.0,0
2018,70553,150.94,19.9,0
2018,70553,144.47,13.6,0
2018,70553,154.0,3.6,0
2018,70553,135.45,-19.9,0
2018,70553,123.21,33.0,0
2018,70553,101.76,13.7,0
2018,70553,108.39,21.8,0
2018,70553,80.45,-20.7,0
2018,70553,67.36,-30.0,0
2018,70553,90.93,13.3,0
2018,70553,142.59,1.3,0
2018,70553,159.14,-13.7,0
2018,70553,138.97,19.6,0
2018,70553,146.26,10.5,0
2018,70553,150.27,18.1,0
2018,70553,106.55,50.6,0
2018,70553,118.18,-10.3,0
2018,70553,131.4,57.7,0
2018,70553,121.29,64.6,0
2018,70553,120.46,26.7,0
2018,70553,112.49,-6.3,0
2018,70553,110.72,46.6,0
2018,70553,159.92,19.4,0
2018,70553,141.14,45.9,0
2018,70553,113.43,-12.6,0
2018,70553,126.05,12.8,0
2018,70756,138.18,-18.9,0
2018,70756,151.89,-6.4,0
2018,70756,143.89,-5.5,0
2018,70756,147.87,32.7,1
2018,70756,151.6,28.1,1
2018,70756,113.18,-32.1,0
2018,70756,155.63,28.6,1
2018,70756,126.4,34.6,0
2018,70756,123.17,51.1,0
2018,70756,148.15,57.7,0
2018,70756,141.08,54.6,0
2018,70756,137.68,-26.0,0
2018,70756,147.2,13.7,0
2018,70756,120.88,3.5,0
2018,70756,156.91,16.9,0
2018,70756,136.14,25.1,0
2018,70756,122.5,1.6,0
2018,70756,117.03,53.8,0
2018,70756,84.08,-12.5,0
2018,70756,129.51,-14.6,0
2018,70756,123.92,57.3,0
2018,70756,144.9,-4.9,0
2018,70756,131.04,44.0,0
2018,70756,120.72,57.4,0
2018,70756,158.28,31.7,1
2018,70756,118.48,39.4,0
2018,70756,110.08,0.9,0
2018,70756,107.92,14.8,0
2018,70756,150.19,36.1,0
2018,70756,152.27,-4.2,0
2018,70756,147.67,4.8,0
2018,70756,124.38,41.0,0
2018,70756,161.26,2.0,0
2018,70756,145.38,52.9,0
2018,70756,159.58,13.8,0
2018,70756,149.24,-3.9,0
2018,70756,157.83,16.5,0
2018,70756,136.38,12.2,0
2018,70756,132.59,11.4,0
2018,70756,151.69,1.3,0
2018,70756,144.41,42.7,0
2018,70756,153.35,-10.4,0
2018,70756,151.81,35.0,0
2018,70756,137.85,62.3,0
2018,70756,119.22,84.6,0
2018,70756,154.28,16.4,0
2018,70756,144.05,26.2,0
2018,70756,152.68,1.5,0
2018,70756,133.9,34.3,0
2018,70756,111.94,-1.4,0
2018,70756,148.07,-1.9,0
2018,70756,154.89,6.7,0
2018,70756,100.81,-14.6,0
2018,70756,143.33,52.9,0
2018,70756,148.21,-0.2,0
2018,70756,117.37,22.4,0
2018,70756,85.2,-18.3,0
2018,70756,147.31,29.0,1
2018,70756,151.0,37.8,0
2018,70756,138.75,18.3,0
2018,70756,140.87,20.4,0
2018,70756,161.1,17.0,0
2018,70756,149.78,6.4,0
2018,70756,129.22,64.3,0
2018,70756,137.37,64.5,0
2018,70756,150.87,48.4,0
2018,70756,99.72,13.8,0
2018,70756,160.55,27.7,1
2018,70756,158.41,14.5,0
2018,70756,133.83,78.1,0
2018,70756,130.26,77.8,0
2018,70756,152.09,0.3,0
2018,70756,141.34,34.2,0
2018,70756,148.97,28.8,1
2018,70756,152.78,0.4,0
2018,70756,149.69,27.3,1
2018,70756,124.74,83.3,0
2018,70756,159.09,26.3,1
2018,70756,143.74,-11.0,0
2018,70756,100.33,-10.6,0
2018,70756,153.38,-0.8,0
2018,70756,97.28,-16.9,0
2018,70756,135.59,31.6,0
2018,70756,116.67,18.6,0
2018,70756,141.41,12.0,0
2018,70756,139.42,0.3,0
2018,70756,158.64,13.3,0
2018,70756,132.22,15.4,0
2018,70756,158.79,-4.3,0
2018,70756,134.29,60.4,0
2018,70756,161.87,22.6,1
2018,70756,150.38,5.0,0
2018,70756,137.23,-10.9,0
2018,70756,160.77,42.8,0
2018,70756,110.45,72.0,0
2018,70756,114.93,70.1,0
2018,70756,142.25,9.9,0
2018,70756,134.97,71.9,0
2018,70756,95.9,6.1,0
2018,70756,154.53,1.7,0
2018,70756,138.51,21.3,0
2018,70756,121.48,68.1,0
2018,70756,164.76,20.2,1
2018,70756,137.64,42.2,0
2018,70756,137.51,1.1,0
2018,70756,127.45,22.1,0
2018,70756,139.61,35.6,0
2018,70756,142.62,-10.9,0
2018,70756,144.61,47.2,0
2018,70756,155.79,-4.8,0
2018,70756,151.3,-11.0,0
2018,70756,129.46,-19.2,0
2018,70756,94.3,-1.4,0
2018,70756,140.7,32.2,0
2018,70756,125.43,48.8,0
2018,70756,138.31,-1.0,0
2018,70756,132.3,54.6,0
2018,70756,146.81,-2.5,0
2018,70756,68.05,-33.8,0
2018,70756,148.36,15.7,0
2018,70756,154.21,2.3,0
2018,70756,156.73,15.3,0
2018,70756,128.55,54.9,0
2018,70756,156.44,29.1,1
2018,70756,161.09,-3.9,0
2018,70756,115.86,75.3,0
2018,70756,126.36,-13.5,0
2018,70756,146.96,36.5,0
2018,70756,104.46,56.4,0
2018,70756,153.1,25.3,1
2018,70756,141.48,-15.4,0
2018,70756,161.34,24.5,1
2018,70756,138.08,59.4,0
2018,70756,94.3,36.0,0
2018,70756,130.34,19.4,0
2018,70756,155.6,-6.6,0
2018,70756,154.58,-5.2,0
2018,70756,121.96,8.2,0
2018,70756,153.38,22.8,1
2018,70756,150.36,33.4,1
2018,70756,147.24,29.5,1
2018,70756,139.31,-5.3,0
2018,70756,102.79,-5.1,0
2018,70756,143.95,-0.2,0
2018,70756,126.24,-6.8,0
2018,70756,156.26,3.0,0
2018,70756,162.0,18.8,1
2018,70756,154.79,11.3,0
2018,70756,154.02,46.3,0
2018,70756,121.25,78.9,0
2018,70756,156.02,-3.2,0
2018,70756,122.72,-16.7,0
2018,70756,135.82,9.3,0
2018,70756,159.35,20.1,1
2018,70756,143.69,63.2,0
2018,70756,117.16,41.9,0
2018,70756,143.1,27.9,1
2018,70756,127.64,51.1,0
2018,70756,156.25,12.4,0
2018,70756,151.31,20.1,0
2018,70756,148.5,20.4,0
2018,70756,146.01,50.5,0
2018,70756,140.34,61.7,0
2018,70756,136.64,45.9,0
2018,70756,153.5,27.7,1
2018,70756,148.04,10.3,0
2018,70756,148.53,29.9,1
2018,70756,146.17,32.0,1
2018,70756,150.18,36.0,0
2018,70756,89.13,-25.1,0
2018,70756,127.66,78.7,0
2018,70756,152.02,7.0,0
2018,70756,146.62,9.9,0
2018,70756,138.76,48.0,0
2018,70756,155.02,18.4,0
2018,70756,159.75,13.0,0
2018,70756,161.23,8.1,0
2018,70756,154.31,45.1,0
2018,70756,133.24,39.5,0
2018,70756,162.01,23.0,1
2018,70756,151.37,58.4,0
2018,70756,152.37,15.1,0
2018,70756,77.56,-17.3,0
2018,70756,121.85,29.1,0
2018,70756,137.94,-3.7,0
2018,70756,152.67,12.3,0
2018,70756,151.25,19.6,0
2018,70756,150.21,-12.6,0
2018,70756,128.27,75.7,0
2018,70756,157.93,6.5,0
2018,70756,133.11,54.4,0
2018,70756,103.03,-6.0,0
2018,70756,150.55,-6.4,0
2018,70756,156.9,47.5,0
2018,70756,145.75,-8.4,0
2018,70756,133.56,75.0,0
2018,70756,137.55,18.6,0
2018,70756,128.42,62.4,0
2018,70756,141.37,3.6,0
2018,70756,100.91,71.0,0
2018,70756,123.79,18.4,0
2018,70756,138.99,9.2,0
2018,70756,144.39,4.7,0
2018,70756,142.37,-2.6,0
2018,70756,138.82,26.6,0
2018,70756,143.72,-10.8,0
2018,70756,146.41,-3.5,0
2018,70756,120.89,14.3,0
2018,70756,133.3,36.9,0
2018,70756,146.1,23.1,0
2018,70756,153.71,7.2,0
2018,70756,151.66,11.0,0
2018,70756,141.06,21.8,0
2018,70756,143.76,-7.4,0
2018,70756,154.66,33.5,1
2018,70756,140.38,-6.2,0
2018,70756,146.71,54.4,0
2018,70756,115.47,77.9,0
2018,70756,112.21,9.7,0
2018,70756,155.13,13.8,0
2018,70756,159.55,-3.8,0
2018,70756,147.31,-2.4,0
2018,70756,152.47,59.9,0
2018,70756,155.08,56.2,0
2018,70756,155.47,32.2,1
2018,70756,165.19,-3.8,0
2018,70756,147.69,-4.0,0
2018,70756,161.55,41.1,0
2018,70756,156.9,35.5,1
2018,70756,148.36,51.3,0
2018,70756,146.62,27.4,1
2018,70756,152.13,31.7,1
2018,70756,118.23,-3.1,0
2018,70756,104.91,30.7,0
2018,70756,157.09,26.5,1
2018,70756,158.75,13.1,0
2018,70756,146.57,6.2,0
2018,70756,151.8,-15.3,0
2018,70756,113.25,-9.3,0
2018,70756,151.27,24.9,1
2018,70756,108.28,81.3,0
2018,70756,63.86,-38.8,0
2018,70756,140.09,66.2,0
2018,70756,146.58,13.9,0
2018,70756,161.03,13.2,0
2018,70756,164.23,13.9,0
2018,70756,150.37,15.6,0
2018,70756,164.72,8.2,0
2018,70756,131.86,39.1,0
2018,70756,103.09,14.6,0
2018,70756,157.47,-0.9,0
2018,70756,129.75,34.9,0
2018,70756,77.67,-19.2,0
2018,70756,138.68,71.1,0
2018,70756,143.56,46.9,0
2018,70756,139.75,25.7,0
2018,70756,148.97,7.7,0
2018,70756,157.57,-3.2,0
2019,70756,146.97,-8.1,0
2019,70756,130.9,32.1,0
2019,70756,149.82,18.9,0
2019,70756,121.55,46.1,0
2019,70756,144.35,24.1,0
2019,70756,138.27,40.8,0
2019,70756,107.62,11.7,0
2019,70756,128.88,-16.5,0
2019,70756,150.31,16.1,0
2019,70756,142.67,2.1,0
2019,70756,132.65,-6.7,0
2019,70756,129.94,51.1,0
2019,70756,148.47,27.9,1
2019,70756,149.88,17.0,0
2019,70756,147.42,40.0,0
2019,70756,147.03,16.9,0
2019,70756,127.18,47.6,0
2019,70756,134.04,17.7,0
2019,70756,139.37,47.2,0
2019,70756,121.93,26.7,0
2018,71184,136.22,42.3,0
2018,71184,104.91,-4.5,0
2018,71184,132.79,-14.8,0
2018,71184,120.18,80.0,0
2018,71184,96.68,-16.1,0
2018,71184,147.56,28.3,1
2018,71184,131.1,33.3,0
2018,71184,118.17,2.5,0
2018,71184,152.87,14.9,0
2018,71184,135.07,-14.5,0
2018,71184,101.74,-1.9,0
2018,71184,93.35,-14.9,0
2018,71184,101.5,-11.5,0
2018,71184,115.5,45.4,0
2018,71184,101.94,-13.3,0
2018,71184,142.26,53.2,0
2018,71184,142.11,21.4,0
2018,71184,129.91,47.0,0
2018,71184,100.3,-14.5,0
2018,71184,145.77,1.8,0
2018,71184,132.49,30.0,0
2018,71184,127.29,40.4,0
2018,71184,119.63,22.7,0
2018,71184,128.75,-15.5,0
2018,71184,142.6,-3.6,0
2018,71184,155.14,7.5,0
2018,71184,105.19,-4.9,0
2018,71184,35.59,30.3,0
2018,71184,134.34,-6.9,0
2018,71184,133.84,68.2,0
2018,71184,159.59,-6.4,0
2018,71184,143.06,34.8,0
2018,71184,90.65,-38.0,0
2018,71184,153.22,-13.2,0
2018,71184,107.3,48.6,0
2018,71184,118.18,34.6,0
2018,71184,137.99,24.3,0
2018,71184,131.0,-16.5,0
2018,71184,118.75,23.8,0
2018,71184,41.36,-32.3,0
2018,71184,128.69,-4.4,0
2018,71184,124.96,62.9,0
2018,71184,121.67,-5.1,0
2018,71184,133.11,14.2,0
2018,71184,126.57,17.2,0
2018,71184,118.86,1.5,0
2018,71184,137.11,-12.1,0
2018,71184,121.42,9.0,0
2018,71184,129.38,41.1,0
2018,71184,125.18,69.5,0
2018,71184,126.57,54.5,0
2018,71184,149.48,19.3,0
2018,71184,154.98,2.9,0
2018,71184,142.19,-13.3,0
2018,71184,133.01,14.0,0
2018,71184,142.15,-0.4,0
2018,71184,143.53,14.3,0
2018,71184,101.6,61.2,0
2018,71184,84.07,-18.7,0
2018,71184,144.7,32.4,1
2018,71184,154.65,-6.2,0
2018,71184,128.51,70.2,0
2018,71184,115.47,45.7,0
2018,71184,130.92,37.8,0
2018,71184,146.55,4.7,0
2018,71184,98.85,-13.3,0
2018,71184,149.33,37.6,0
2018,71184,100.75,-12.4,0
2018,71184,131.83,-2.7,0
2018,71184,87.98,-14.7,0
2018,71184,116.16,41.3,0
2018,71184,106.92,45.8,0
2018,71184,111.0,72.3,0
2018,71184,130.05,35.2,0
2018,71184,131.84,-9.2,0
2018,71184,141.92,33.3,0
2018,71184,132.05,-1.3,0
2018,71184,137.47,6.0,0
2018,71184,125.68,32.8,0
2018,71184,153.8,14.7,0
2018,71184,96.98,-20.7,0
2018,71184,135.13,8.5,0
2018,71184,128.14,5.8,0
2018,71184,151.93,12.3,0
2018,71184,44.92,77.5,0
2018,71184,98.37,70.2,0
2018,71184,154.48,-3.1,0
2018,71184,140.9,11.3,0
2018,71184,113.39,5.1,0
2018,71184,158.94,-3.0,0
2018,71184,155.42,10.8,0
2018,71184,142.47,24.4,0
2019,71184,152.3,-8.0,0
2019,71184,130.15,-10.9,0
2019,71184,158.16,-8.5,0
2019,71184,121.93,57.4,0
2019,71184,36.73,80.0,0
2019,71184,118.47,16.7,0
2019,71184,146.54,-9.3,0
2019,71184,149.83,-7.5,0
2019,71184,110.32,13.5,0
2019,71184,113.21,36.8,0
2019,71184,133.12,1.8,0
2019,71184,116.46,41.8,0
2019,71184,114.87,74.4,0
2019,71184,142.65,33.1,0
2019,71184,153.34,-10.0,0
2019,71184,135.61,34.9,0
2019,71184,132.46,-13.1,0
2019,71184,103.13,-19.0,0
2019,71184,140.88,29.4,1
2019,71184,93.95,-6.5,0
2019,71184,130.13,42.5,0
2019,71184,144.57,9.6,0
2019,71184,95.12,79.8,0
2019,71184,92.98,0.5,0
2019,71184,131.38,52.5,0
2019,71184,134.22,-8.2,0
2019,71184,126.63,60.2,0
2019,71184,88.45,4.8,0
2019,71184,144.58,3.4,0
2019,71184,124.74,-13.8,0
2019,71184,140.41,20.5,0
2019,71184,151.88,16.2,0
2019,71184,143.52,2.4,0
2019,71184,107.34,8.8,0
2019,71184,110.84,-17.3,0
2019,71184,145.8,-13.1,0
2019,71184,138.01,-7.3,0
2019,71184,136.63,4.9,0
2019,71184,119.58,-16.0,0
2019,71184,131.65,35.8,0
2019,71184,114.0,-16.6,0
2020,71184,123.96,37.0,0
2020,71184,152.96,-3.6,0
2020,71184,133.33,35.0,0
2020,71184,134.83,7.2,0
2020,71184,146.87,23.7,0
2020,71184,134.21,15.0,0
2020,71184,134.03,75.6,0
2020,71184,137.47,19.2,0
2020,71184,155.18,22.9,1
2020,71184,141.94,32.8,0
2020,71184,147.82,3.8,0
2020,71184,149.77,4.1,0
2020,71184,146.98,-12.8,0
2020,71184,141.52,16.7,0
2020,71184,119.77,29.0,0
2020,71184,61.39,41.6,0
2020,71184,118.04,-6.8,0
2020,71184,120.03,-5.5,0
2020,71184,140.32,11.5,0
2020,71184,146.98,38.3,0
2020,71184,140.16,2.7,0
2020,71184,139.34,19.7,0
2020,71184,122.5,16.4,0
2020,71184,86.53,12.8,0
2020,71184,93.36,-4.4,0
2020,71184,135.98,15.7,0
2020,71184,132.99,6.0,0
2020,71184,132.91,38.9,0
2020,71184,142.25,-8.1,0
