GYEAR,PCODE,GAMENUM,PA,AB,BA,HIT,HR,TOTB,SLG,SF,BB,KK,IB,HP,GD,potential
2020.0,64340.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021.0,64340.0,11.0,19.0,16.0,0.188,3.0,0.0,3.0,0.188,0.0,2.0,8.0,0.0,1.0,0.0,0.111
2018.0,64346.0,134.0,447.0,423.0,0.293,124.0,13.0,198.0,0.46799999999999997,2.0,22.0,119.0,1.0,0.0,6.0,0.0
2019.0,64346.0,117.0,419.0,379.0,0.243,92.0,0.0,119.0,0.314,0.0,23.0,110.0,0.0,11.0,6.0,1.0
2020.0,64346.0,12.0,41.0,37.0,0.27,10.0,0.0,14.0,0.37799999999999995,0.0,4.0,10.0,1.0,0.0,1.0,-0.12
2018.0,64407.0,10.0,7.0,6.0,0.16699999999999998,1.0,0.0,1.0,0.16699999999999998,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2019.0,64407.0,28.0,33.0,32.0,0.21899999999999997,7.0,0.0,8.0,0.25,0.0,1.0,7.0,0.0,0.0,1.0,0.071
2020.0,64407.0,65.0,138.0,118.0,0.322,38.0,1.0,46.0,0.39,0.0,16.0,19.0,0.0,3.0,1.0,0.33299999999999996
2021.0,64407.0,50.0,57.0,47.0,0.213,10.0,0.0,11.0,0.23399999999999999,0.0,6.0,8.0,0.0,2.0,0.0,0.5
2018.0,64410.0,14.0,32.0,31.0,0.258,8.0,0.0,10.0,0.32299999999999995,0.0,1.0,9.0,0.0,0.0,1.0,0.0
2019.0,64410.0,19.0,45.0,42.0,0.23800000000000002,10.0,0.0,11.0,0.262,1.0,2.0,12.0,0.0,0.0,2.0,0.37
2020.0,64410.0,7.0,12.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.21600000000000003
2019.0,64468.0,58.0,204.0,168.0,0.256,43.0,4.0,65.0,0.387,3.0,22.0,45.0,0.0,5.0,7.0,0.0
2020.0,64468.0,80.0,175.0,164.0,0.195,32.0,3.0,48.0,0.293,1.0,7.0,42.0,0.0,0.0,3.0,0.833
2021.0,64468.0,49.0,123.0,109.0,0.266,29.0,2.0,41.0,0.376,0.0,10.0,27.0,0.0,3.0,2.0,0.273
2018.0,64469.0,4.0,3.0,3.0,0.33299999999999996,1.0,0.0,1.0,0.33299999999999996,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2019.0,64469.0,26.0,56.0,51.0,0.235,12.0,1.0,18.0,0.353,1.0,2.0,14.0,0.0,1.0,3.0,0.07400000000000001
2020.0,64469.0,32.0,50.0,47.0,0.27699999999999997,13.0,1.0,21.0,0.447,0.0,2.0,6.0,0.0,1.0,4.0,0.379
2021.0,64469.0,19.0,55.0,51.0,0.235,12.0,2.0,20.0,0.392,0.0,3.0,13.0,0.0,1.0,1.0,0.25
2019.0,64493.0,17.0,8.0,6.0,0.16699999999999998,1.0,0.0,1.0,0.16699999999999998,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2018.0,64499.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2019.0,64499.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2020.0,64499.0,35.0,18.0,14.0,0.14300000000000002,2.0,0.0,2.0,0.14300000000000002,0.0,3.0,3.0,0.0,0.0,1.0,-0.214
2019.0,64501.0,36.0,48.0,44.0,0.205,9.0,0.0,10.0,0.22699999999999998,0.0,4.0,13.0,0.0,0.0,0.0,0.0
2020.0,64501.0,4.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.185
2021.0,64501.0,43.0,73.0,62.0,0.226,14.0,1.0,19.0,0.306,0.0,10.0,27.0,0.0,0.0,1.0,0.0
2018.0,64504.0,13.0,13.0,12.0,0.16699999999999998,2.0,0.0,2.0,0.16699999999999998,0.0,1.0,5.0,0.0,0.0,1.0,0.0
2019.0,64504.0,76.0,228.0,198.0,0.222,44.0,1.0,49.0,0.247,4.0,20.0,43.0,1.0,2.0,4.0,-0.032
2020.0,64504.0,63.0,197.0,168.0,0.298,50.0,4.0,71.0,0.423,2.0,24.0,47.0,0.0,2.0,2.0,0.33299999999999996
2021.0,64504.0,33.0,76.0,69.0,0.23199999999999998,16.0,2.0,29.0,0.42,0.0,7.0,21.0,1.0,0.0,2.0,0.5
2018.0,64560.0,20.0,30.0,29.0,0.172,5.0,0.0,6.0,0.207,0.0,0.0,3.0,0.0,1.0,2.0,0.0
2019.0,64560.0,133.0,470.0,400.0,0.27,108.0,6.0,153.0,0.38299999999999995,5.0,57.0,92.0,0.0,4.0,8.0,0.0
2020.0,64560.0,22.0,99.0,88.0,0.33,29.0,0.0,39.0,0.44299999999999995,0.0,10.0,17.0,0.0,1.0,2.0,1.742
2021.0,64560.0,54.0,171.0,144.0,0.22899999999999998,33.0,0.0,41.0,0.285,3.0,21.0,29.0,0.0,1.0,6.0,-0.17600000000000002
2018.0,64610.0,83.0,209.0,193.0,0.259,50.0,0.0,59.0,0.306,0.0,12.0,34.0,0.0,1.0,1.0,0.0
2020.0,64610.0,34.0,122.0,105.0,0.305,32.0,1.0,38.0,0.36200000000000004,1.0,11.0,24.0,0.0,0.0,3.0,0.0
2021.0,64610.0,73.0,183.0,158.0,0.253,40.0,0.0,43.0,0.272,2.0,20.0,42.0,0.0,0.0,4.0,0.0
2019.0,64646.0,133.0,541.0,504.0,0.26,131.0,2.0,160.0,0.317,2.0,26.0,83.0,0.0,4.0,8.0,0.0
2020.0,64646.0,141.0,531.0,480.0,0.223,107.0,3.0,132.0,0.275,3.0,36.0,87.0,0.0,0.0,14.0,1.5
2021.0,64646.0,63.0,242.0,211.0,0.251,53.0,1.0,69.0,0.327,3.0,24.0,39.0,0.0,0.0,3.0,-0.048
2018.0,64657.0,85.0,150.0,123.0,0.228,28.0,5.0,50.0,0.40700000000000003,0.0,13.0,37.0,0.0,9.0,1.0,0.0
2019.0,64657.0,38.0,47.0,41.0,0.171,7.0,0.0,10.0,0.244,2.0,4.0,15.0,0.0,0.0,1.0,0.8420000000000001
2020.0,64657.0,128.0,443.0,347.0,0.245,85.0,5.0,115.0,0.331,3.0,65.0,120.0,0.0,19.0,4.0,-0.35700000000000004
2021.0,64657.0,15.0,33.0,24.0,0.125,3.0,0.0,6.0,0.25,0.0,7.0,7.0,0.0,2.0,0.0,1.444
2020.0,64704.0,55.0,113.0,102.0,0.21600000000000003,22.0,0.0,28.0,0.275,0.0,7.0,31.0,0.0,3.0,0.0,0.0
2019.0,64706.0,11.0,16.0,13.0,0.154,2.0,0.0,2.0,0.154,0.0,1.0,5.0,0.0,1.0,1.0,0.0
2018.0,64717.0,99.0,224.0,207.0,0.275,57.0,7.0,85.0,0.41100000000000003,1.0,12.0,55.0,0.0,2.0,6.0,0.0
2019.0,64717.0,58.0,109.0,104.0,0.25,26.0,2.0,38.0,0.365,0.0,5.0,21.0,0.0,0.0,3.0,1.036
2020.0,64717.0,3.0,11.0,8.0,0.25,2.0,0.0,2.0,0.25,0.0,3.0,4.0,0.0,0.0,0.0,0.0
2021.0,64717.0,41.0,114.0,102.0,0.21600000000000003,22.0,4.0,39.0,0.382,0.0,9.0,33.0,0.0,3.0,4.0,-0.386
2018.0,64724.0,4.0,5.0,5.0,0.2,1.0,0.0,2.0,0.4,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2019.0,64724.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2018.0,64793.0,8.0,6.0,6.0,0.16699999999999998,1.0,0.0,1.0,0.16699999999999998,0.0,0.0,2.0,0.0,0.0,1.0,0.0
2019.0,64793.0,29.0,41.0,39.0,0.205,8.0,0.0,9.0,0.231,1.0,1.0,16.0,0.0,0.0,0.0,0.0
2020.0,64793.0,17.0,26.0,23.0,0.174,4.0,0.0,4.0,0.174,0.0,2.0,6.0,0.0,0.0,0.0,0.303
2021.0,64793.0,32.0,68.0,59.0,0.28800000000000003,17.0,3.0,30.0,0.508,1.0,5.0,8.0,0.0,1.0,2.0,0.09300000000000001
2019.0,64803.0,6.0,3.0,3.0,0.667,2.0,0.0,2.0,0.667,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2018.0,64868.0,16.0,14.0,13.0,0.077,1.0,0.0,1.0,0.077,0.0,0.0,5.0,0.0,0.0,0.0,0.0
2019.0,64868.0,87.0,211.0,188.0,0.293,55.0,0.0,67.0,0.35600000000000004,0.0,21.0,28.0,0.0,0.0,0.0,-0.355
2020.0,64868.0,132.0,482.0,409.0,0.29600000000000004,121.0,0.0,136.0,0.33299999999999996,2.0,64.0,83.0,1.0,2.0,6.0,0.75
2021.0,64868.0,74.0,302.0,243.0,0.255,62.0,0.0,71.0,0.292,3.0,52.0,40.0,0.0,2.0,4.0,0.857
2020.0,64890.0,28.0,25.0,24.0,0.25,6.0,1.0,10.0,0.41700000000000004,0.0,1.0,7.0,0.0,0.0,2.0,0.0
2021.0,64890.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.032
2018.0,64906.0,6.0,4.0,4.0,0.25,1.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019.0,64906.0,58.0,94.0,88.0,0.273,24.0,0.0,26.0,0.295,0.0,6.0,17.0,0.0,0.0,2.0,0.0
2020.0,64906.0,81.0,120.0,107.0,0.22399999999999998,24.0,0.0,27.0,0.252,0.0,7.0,20.0,0.0,0.0,0.0,0.48100000000000004
2021.0,64906.0,16.0,50.0,45.0,0.244,11.0,0.0,13.0,0.289,0.0,3.0,6.0,0.0,0.0,1.0,0.375
2018.0,64944.0,27.0,30.0,25.0,0.16,4.0,0.0,4.0,0.16,0.0,4.0,9.0,0.0,0.0,0.0,0.0
2018.0,64984.0,20.0,35.0,31.0,0.355,11.0,1.0,14.0,0.452,0.0,3.0,5.0,0.0,0.0,0.0,0.0
2019.0,64984.0,123.0,399.0,374.0,0.275,103.0,5.0,142.0,0.38,3.0,16.0,67.0,0.0,1.0,3.0,0.1
2020.0,64984.0,82.0,280.0,263.0,0.23600000000000002,62.0,1.0,72.0,0.27399999999999997,1.0,13.0,45.0,0.0,1.0,2.0,1.7269999999999999
2021.0,64984.0,53.0,230.0,210.0,0.305,64.0,0.0,75.0,0.35700000000000004,1.0,15.0,31.0,1.0,0.0,3.0,-0.055999999999999994
2020.0,65040.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021.0,65040.0,25.0,67.0,63.0,0.20600000000000002,13.0,1.0,20.0,0.317,0.0,2.0,14.0,0.0,1.0,0.0,0.276
2019.0,65062.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.0,65096.0,10.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2018.0,65109.0,5.0,8.0,8.0,0.25,2.0,0.0,2.0,0.25,0.0,0.0,3.0,0.0,0.0,0.0,0.0
2019.0,65109.0,14.0,30.0,30.0,0.16699999999999998,5.0,0.0,6.0,0.2,0.0,0.0,10.0,0.0,0.0,1.0,0.033
2020.0,65109.0,27.0,39.0,28.0,0.25,7.0,0.0,8.0,0.28600000000000003,0.0,4.0,8.0,0.0,1.0,0.0,0.09699999999999999
2018.0,65115.0,62.0,135.0,123.0,0.22,27.0,0.0,31.0,0.252,1.0,8.0,12.0,0.0,1.0,4.0,0.0
2019.0,65132.0,3.0,7.0,5.0,0.2,1.0,0.0,1.0,0.2,0.0,2.0,2.0,0.0,0.0,0.0,0.0
2021.0,65132.0,37.0,56.0,51.0,0.11800000000000001,6.0,1.0,12.0,0.235,0.0,4.0,11.0,0.0,1.0,1.0,0.0
2018.0,65136.0,26.0,53.0,47.0,0.17,8.0,1.0,13.0,0.27699999999999997,1.0,3.0,17.0,0.0,0.0,2.0,0.0
2019.0,65136.0,10.0,18.0,11.0,0.091,1.0,0.0,1.0,0.091,0.0,4.0,7.0,0.0,2.0,0.0,-0.1
2019.0,65207.0,81.0,94.0,81.0,0.235,19.0,0.0,22.0,0.272,1.0,8.0,17.0,0.0,3.0,0.0,0.0
2020.0,65207.0,68.0,32.0,26.0,0.308,8.0,0.0,9.0,0.34600000000000003,0.0,4.0,4.0,0.0,0.0,1.0,0.852
2021.0,65207.0,24.0,22.0,18.0,0.16699999999999998,3.0,0.0,3.0,0.16699999999999998,0.0,4.0,3.0,0.0,0.0,0.0,0.1
2018.0,65269.0,22.0,58.0,53.0,0.226,12.0,2.0,20.0,0.377,0.0,5.0,19.0,0.0,0.0,3.0,0.0
2021.0,65269.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2019.0,65304.0,5.0,10.0,8.0,0.125,1.0,0.0,1.0,0.125,0.0,2.0,2.0,0.0,0.0,1.0,0.0
2020.0,65304.0,16.0,6.0,4.0,0.5,2.0,0.0,2.0,0.5,0.0,1.0,1.0,0.0,1.0,1.0,0.07400000000000001
2021.0,65304.0,6.0,18.0,18.0,0.278,5.0,0.0,8.0,0.444,0.0,0.0,6.0,0.0,0.0,0.0,0.034
2018.0,65357.0,78.0,238.0,211.0,0.313,66.0,7.0,106.0,0.502,1.0,24.0,49.0,0.0,0.0,2.0,0.0
2019.0,65357.0,103.0,335.0,308.0,0.22699999999999998,70.0,3.0,101.0,0.32799999999999996,4.0,19.0,53.0,0.0,0.0,7.0,1.143
2021.0,65357.0,2.0,8.0,7.0,0.14300000000000002,1.0,0.0,1.0,0.14300000000000002,0.0,1.0,3.0,0.0,0.0,0.0,0.0
2020.0,65362.0,14.0,15.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0
2021.0,65362.0,69.0,282.0,250.0,0.29600000000000004,74.0,3.0,104.0,0.41600000000000004,1.0,28.0,49.0,1.0,2.0,4.0,0.111
2018.0,65399.0,25.0,24.0,24.0,0.25,6.0,0.0,8.0,0.33299999999999996,0.0,0.0,7.0,0.0,0.0,1.0,0.0
2019.0,65399.0,37.0,77.0,68.0,0.235,16.0,0.0,17.0,0.25,1.0,7.0,19.0,0.0,1.0,1.0,-0.111
2020.0,65399.0,111.0,360.0,314.0,0.268,84.0,10.0,126.0,0.401,1.0,40.0,73.0,0.0,2.0,7.0,-0.125
2021.0,65399.0,24.0,41.0,36.0,0.139,5.0,0.0,5.0,0.139,0.0,5.0,7.0,0.0,0.0,1.0,1.0
2018.0,65412.0,6.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.0,65412.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2021.0,65412.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.0,65462.0,4.0,2.0,2.0,0.5,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021.0,65462.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.111
2019.0,65464.0,8.0,21.0,21.0,0.28600000000000003,6.0,0.0,6.0,0.28600000000000003,0.0,0.0,10.0,0.0,0.0,0.0,0.0
2020.0,65464.0,38.0,59.0,56.0,0.196,11.0,1.0,15.0,0.268,0.0,2.0,15.0,0.0,0.0,0.0,0.0
2021.0,65464.0,15.0,17.0,12.0,0.33299999999999996,4.0,0.0,4.0,0.33299999999999996,1.0,4.0,2.0,0.0,0.0,0.0,0.055999999999999994
2020.0,65503.0,14.0,26.0,25.0,0.16,4.0,1.0,7.0,0.28,0.0,1.0,7.0,0.0,0.0,0.0,0.0
2021.0,65503.0,5.0,13.0,13.0,0.154,2.0,0.0,3.0,0.231,0.0,0.0,7.0,0.0,0.0,0.0,0.14800000000000002
2020.0,65506.0,68.0,133.0,116.0,0.259,30.0,1.0,34.0,0.293,0.0,12.0,35.0,0.0,3.0,2.0,0.0
2021.0,65506.0,41.0,72.0,66.0,0.348,23.0,1.0,29.0,0.439,0.0,5.0,10.0,0.0,1.0,1.0,0.44799999999999995
2020.0,65514.0,14.0,18.0,11.0,0.455,5.0,2.0,11.0,1.0,0.0,7.0,2.0,0.0,0.0,1.0,0.0
2021.0,65514.0,19.0,31.0,26.0,0.077,2.0,1.0,6.0,0.231,1.0,4.0,10.0,0.0,0.0,1.0,0.185
2019.0,65515.0,104.0,306.0,288.0,0.24,69.0,4.0,108.0,0.375,1.0,13.0,107.0,0.0,3.0,3.0,0.0
2020.0,65515.0,16.0,26.0,21.0,0.19,4.0,0.0,4.0,0.19,0.0,4.0,6.0,0.0,1.0,0.0,0.828
2021.0,65515.0,21.0,35.0,33.0,0.121,4.0,2.0,10.0,0.303,0.0,2.0,18.0,0.0,0.0,0.0,-0.302
2020.0,65522.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
2018.0,65586.0,27.0,77.0,66.0,0.364,24.0,3.0,40.0,0.606,1.0,9.0,24.0,0.0,1.0,1.0,0.0
2019.0,65586.0,29.0,55.0,51.0,0.098,5.0,0.0,6.0,0.11800000000000001,0.0,3.0,22.0,0.0,0.0,0.0,0.48100000000000004
2020.0,65586.0,119.0,402.0,359.0,0.237,85.0,8.0,128.0,0.35700000000000004,2.0,37.0,100.0,0.0,2.0,7.0,-0.275
2021.0,65586.0,69.0,179.0,148.0,0.196,29.0,4.0,48.0,0.324,0.0,24.0,57.0,0.0,4.0,0.0,1.069
2019.0,65610.0,12.0,28.0,25.0,0.2,5.0,0.0,7.0,0.28,0.0,1.0,8.0,0.0,2.0,0.0,0.0
2020.0,65610.0,63.0,138.0,116.0,0.276,32.0,4.0,48.0,0.414,1.0,21.0,29.0,0.0,0.0,5.0,-0.062
2021.0,65610.0,34.0,126.0,117.0,0.239,28.0,4.0,44.0,0.376,3.0,5.0,26.0,0.0,0.0,2.0,0.433
2018.0,65618.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2019.0,65643.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2020.0,65653.0,89.0,159.0,138.0,0.23199999999999998,32.0,4.0,53.0,0.384,1.0,14.0,55.0,0.0,3.0,2.0,0.0
2021.0,65653.0,36.0,102.0,82.0,0.256,21.0,4.0,35.0,0.42700000000000005,0.0,13.0,26.0,0.0,5.0,1.0,-0.141
2018.0,65703.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.0,65703.0,14.0,25.0,24.0,0.20800000000000002,5.0,0.0,6.0,0.25,0.0,1.0,6.0,0.0,0.0,0.0,0.0
2021.0,65703.0,14.0,22.0,20.0,0.2,4.0,0.0,4.0,0.2,0.0,1.0,7.0,0.0,0.0,0.0,0.067
2019.0,65869.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.0,65869.0,58.0,109.0,101.0,0.17800000000000002,18.0,2.0,26.0,0.257,0.0,4.0,30.0,0.0,2.0,4.0,0.071
2019.0,65898.0,4.0,11.0,11.0,0.273,3.0,0.0,4.0,0.364,0.0,0.0,2.0,0.0,0.0,2.0,0.0
2020.0,65898.0,73.0,235.0,207.0,0.275,57.0,8.0,94.0,0.45399999999999996,3.0,17.0,65.0,1.0,3.0,6.0,0.0
2021.0,65898.0,55.0,195.0,162.0,0.247,40.0,4.0,62.0,0.38299999999999995,2.0,24.0,51.0,1.0,6.0,1.0,0.514
2019.0,65905.0,24.0,10.0,9.0,0.444,4.0,0.0,5.0,0.556,0.0,1.0,2.0,0.0,0.0,0.0,0.0
2021.0,65905.0,10.0,14.0,13.0,0.077,1.0,0.0,1.0,0.077,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2018.0,66052.0,7.0,11.0,11.0,0.182,2.0,0.0,2.0,0.182,0.0,0.0,3.0,0.0,0.0,0.0,0.0
2019.0,66052.0,12.0,24.0,22.0,0.22699999999999998,5.0,0.0,5.0,0.22699999999999998,0.0,2.0,3.0,0.0,0.0,3.0,0.0
2020.0,66052.0,35.0,72.0,66.0,0.19699999999999998,13.0,1.0,17.0,0.258,0.0,6.0,22.0,0.0,0.0,2.0,-0.091
2021.0,66052.0,6.0,11.0,10.0,0.3,3.0,0.0,4.0,0.4,0.0,1.0,4.0,0.0,0.0,1.0,0.0
2018.0,66108.0,12.0,25.0,18.0,0.16699999999999998,3.0,0.0,5.0,0.278,0.0,7.0,8.0,0.0,0.0,0.0,0.0
2019.0,66108.0,23.0,26.0,24.0,0.25,6.0,0.0,8.0,0.33299999999999996,0.0,1.0,12.0,0.0,1.0,1.0,0.16699999999999998
2020.0,66108.0,135.0,507.0,408.0,0.27899999999999997,114.0,5.0,170.0,0.41700000000000004,3.0,83.0,87.0,1.0,10.0,8.0,0.086
2021.0,66108.0,75.0,341.0,269.0,0.33799999999999997,91.0,3.0,118.0,0.439,1.0,61.0,44.0,2.0,10.0,4.0,1.632
2020.0,66113.0,69.0,112.0,103.0,0.243,25.0,2.0,36.0,0.35,0.0,7.0,14.0,0.0,2.0,2.0,0.0
2021.0,66113.0,6.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.852
2021.0,66162.0,3.0,7.0,6.0,0.16699999999999998,1.0,1.0,4.0,0.667,0.0,1.0,3.0,0.0,0.0,0.0,0.069
2019.0,66203.0,7.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.0,66203.0,40.0,29.0,25.0,0.24,6.0,0.0,8.0,0.32,1.0,3.0,7.0,0.0,0.0,0.0,0.032
2021.0,66203.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.094
2018.0,66207.0,27.0,13.0,13.0,0.231,3.0,0.0,5.0,0.385,0.0,0.0,3.0,0.0,0.0,0.0,0.0
2021.0,66207.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2018.0,66209.0,119.0,198.0,183.0,0.27899999999999997,51.0,1.0,68.0,0.37200000000000005,1.0,9.0,33.0,0.0,0.0,4.0,0.0
2020.0,66209.0,44.0,40.0,38.0,0.263,10.0,0.0,10.0,0.263,0.0,2.0,6.0,0.0,0.0,0.0,0.0
2021.0,66209.0,56.0,68.0,55.0,0.273,15.0,0.0,18.0,0.327,0.0,12.0,17.0,0.0,1.0,0.0,0.667
2018.0,66354.0,80.0,126.0,110.0,0.218,24.0,1.0,30.0,0.273,0.0,10.0,36.0,0.0,2.0,2.0,0.0
2019.0,66354.0,18.0,30.0,29.0,0.207,6.0,0.0,10.0,0.345,0.0,1.0,7.0,0.0,0.0,0.0,0.28600000000000003
2020.0,66354.0,63.0,101.0,84.0,0.19,16.0,0.0,20.0,0.23800000000000002,1.0,13.0,26.0,0.0,0.0,0.0,-0.111
2018.0,66392.0,3.0,2.0,2.0,0.5,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018.0,66406.0,15.0,8.0,8.0,0.25,2.0,0.0,2.0,0.25,0.0,0.0,3.0,0.0,0.0,0.0,0.0
2019.0,66409.0,16.0,46.0,43.0,0.256,11.0,2.0,19.0,0.442,0.0,2.0,16.0,0.0,1.0,1.0,0.0
2020.0,66409.0,98.0,245.0,216.0,0.18100000000000002,39.0,10.0,78.0,0.361,2.0,18.0,64.0,0.0,5.0,7.0,0.303
2018.0,66462.0,110.0,212.0,185.0,0.243,45.0,0.0,60.0,0.324,2.0,16.0,23.0,0.0,6.0,2.0,0.0
2019.0,66462.0,65.0,88.0,77.0,0.182,14.0,1.0,20.0,0.26,0.0,7.0,11.0,0.0,0.0,0.0,0.489
2019.0,66504.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2018.0,66508.0,87.0,71.0,57.0,0.263,15.0,0.0,17.0,0.298,0.0,10.0,21.0,0.0,3.0,0.0,0.0
2019.0,66508.0,45.0,49.0,45.0,0.2,9.0,0.0,13.0,0.289,0.0,3.0,12.0,0.0,1.0,0.0,-0.052000000000000005
2018.0,66606.0,101.0,331.0,302.0,0.272,82.0,4.0,110.0,0.364,1.0,20.0,58.0,0.0,4.0,4.0,0.0
2019.0,66606.0,90.0,255.0,232.0,0.198,46.0,1.0,66.0,0.284,1.0,16.0,51.0,0.0,4.0,4.0,0.33299999999999996
2020.0,66606.0,123.0,412.0,359.0,0.326,117.0,2.0,151.0,0.42100000000000004,5.0,33.0,35.0,0.0,6.0,1.0,-0.3
2021.0,66606.0,73.0,345.0,305.0,0.302,92.0,1.0,119.0,0.39,3.0,29.0,35.0,0.0,5.0,1.0,0.857
2020.0,66614.0,103.0,182.0,157.0,0.17800000000000002,28.0,3.0,41.0,0.261,0.0,13.0,40.0,0.0,1.0,1.0,0.0
2021.0,66614.0,35.0,30.0,25.0,0.12,3.0,0.0,4.0,0.16,0.0,5.0,11.0,0.0,0.0,0.0,0.552
2018.0,66615.0,35.0,85.0,75.0,0.307,23.0,1.0,31.0,0.413,1.0,7.0,12.0,0.0,1.0,2.0,0.0
2019.0,66615.0,57.0,163.0,150.0,0.253,38.0,0.0,48.0,0.32,0.0,9.0,29.0,0.0,4.0,3.0,0.24100000000000002
2018.0,66643.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2019.0,66657.0,11.0,15.0,15.0,0.133,2.0,0.0,2.0,0.133,0.0,0.0,4.0,0.0,0.0,0.0,0.0
2020.0,66657.0,32.0,27.0,22.0,0.22699999999999998,5.0,0.0,6.0,0.273,0.0,5.0,9.0,0.0,0.0,1.0,0.0
2021.0,66657.0,13.0,42.0,35.0,0.22899999999999998,8.0,2.0,18.0,0.514,0.0,3.0,19.0,0.0,4.0,0.0,0.059000000000000004
2018.0,66662.0,19.0,26.0,25.0,0.16,4.0,0.0,8.0,0.32,1.0,0.0,7.0,0.0,0.0,1.0,0.0
2019.0,66662.0,39.0,65.0,57.0,0.21100000000000002,12.0,2.0,23.0,0.40399999999999997,0.0,7.0,14.0,0.0,1.0,1.0,0.10300000000000001
2018.0,66702.0,28.0,50.0,46.0,0.239,11.0,1.0,15.0,0.326,0.0,3.0,8.0,0.0,1.0,1.0,0.0
2019.0,66702.0,14.0,31.0,31.0,0.29,9.0,0.0,10.0,0.32299999999999995,0.0,0.0,8.0,0.0,0.0,1.0,0.061
2020.0,66702.0,37.0,39.0,38.0,0.105,4.0,0.0,4.0,0.105,0.0,0.0,14.0,0.0,1.0,0.0,-0.057
2021.0,66702.0,9.0,22.0,19.0,0.21100000000000002,4.0,0.0,5.0,0.263,0.0,1.0,3.0,0.0,0.0,1.0,0.0
2018.0,66704.0,24.0,30.0,26.0,0.192,5.0,0.0,6.0,0.231,0.0,3.0,8.0,0.0,0.0,0.0,0.0
